token_id,rank,score
2921,2379,109.68
2922,877,132.41
2923,8289,78.18
2924,2462,108.97
2925,7832,80.43
2926,3367,102.33
2927,6142,88.21
2928,1062,127.72
2929,4588,95.52
2930,2095,112.19
2931,8688,75.83
2932,967,130.14
2933,1497,119.51
2934,4691,95.04
2935,6015,88.82
2936,1983,113.54
2937,3962,98.86
2938,3758,100.18
2939,7086,83.77
2940,9483,70.19
2941,3017,104.75
2942,79,292.56
2943,678,138.40
2944,1231,124.15
2945,8134,78.98
2946,2425,109.29
2947,5627,90.56
2948,1432,120.64
2949,2496,108.72
2950,9220,72.26
2951,6740,85.23
2952,4751,94.73
2953,26,344.17
2954,3241,103.22
2955,7984,79.65
2956,7671,81.19
2957,1373,121.35
2958,258,166.62
2959,2498,108.71
2960,3718,100.33
2961,3519,101.40
2962,1063,127.72
2963,9190,72.46
2964,724,137.04
2965,7411,82.40
2966,7451,82.19
2967,3113,104.07
2968,1771,115.65
2969,274,163.89
2970,6454,86.82
2971,3090,104.21
2972,3082,104.28
2973,70,307.37
2974,5366,91.73
2975,3347,102.50
2976,5739,90.00
2977,1883,114.48
2978,5865,89.46
2979,9063,73.38
2980,801,134.50
2981,8824,75.00
2982,7316,82.86
2983,8495,77.05
2984,1882,114.48
2985,9390,70.90
2986,8468,77.22
2987,7871,80.23
2988,3957,98.88
2989,7872,80.23
2990,8520,76.93
2991,4860,94.20
2992,7719,80.97
2993,2621,107.69
2994,4043,98.41
2995,1458,120.21
2996,5165,92.67
2997,4534,95.77
2998,7333,82.76
2999,6173,88.09
3000,9479,70.22
3001,202,173.50
3002,4496,96.03
3003,1318,122.33
3004,7304,82.90
3005,6168,88.11
3006,3283,102.93
3007,7312,82.88
3008,1594,118.05
3009,8537,76.82
3010,3804,99.83
3011,3814,99.78
3012,6187,88.03
3013,1804,115.32
3014,9329,71.43
3015,8260,78.33
3016,1071,127.59
3017,8200,78.60
3018,4921,93.96
3019,5400,91.57
3020,4379,96.61
3021,5588,90.71
3022,1475,119.87
3023,7594,81.56
3024,7098,83.69
3025,6213,87.91
3026,3881,99.41
3027,5008,93.50
3028,3110,104.09
3029,7267,83.04
3030,9821,66.24
3031,7445,82.23
3032,616,141.06
3033,9415,70.65
3034,8375,77.81
3035,1937,113.90
3036,5575,90.75
3037,2337,110.11
3038,3318,102.71
3039,4617,95.38
3040,743,136.65
3041,7729,80.92
3042,709,137.55
3043,4233,97.35
3044,9100,73.11
3045,3741,100.23
3046,2719,106.94
3047,3348,102.49
3048,1923,114.03
3049,1713,116.39
3050,6260,87.71
3051,8903,74.47
3052,6036,88.68
3053,2718,106.95
3054,1736,116.15
3055,9777,66.91
3056,2987,104.94
3057,726,136.99
3058,4543,95.72
3059,8687,75.84
3060,5183,92.60
3061,9026,73.66
3062,2365,109.83
3063,1943,113.85
3064,3982,98.73
3065,438,149.52
3066,8297,78.13
3067,1788,115.46
3068,8353,77.89
3069,8774,75.30
3070,684,138.16
3071,996,129.31
3072,5929,89.13
3073,5931,89.12
3074,3534,101.31
3075,542,144.43
3076,7075,83.83
3077,3662,100.65
3078,240,168.44
3079,4410,96.46
3080,192,176.23
3081,3626,100.85
3082,9957,62.57
3083,1100,126.79
3084,9664,68.39
3085,203,173.39
3086,176,178.74
3087,3896,99.27
3088,9722,67.65
3089,4375,96.62
3090,21,348.39
3091,3998,98.67
3092,7573,81.65
3093,888,132.19
3094,5375,91.69
3095,8002,79.57
3096,3528,101.35
3097,4999,93.57
3098,647,139.67
3099,554,144.05
3100,604,141.50
3101,7366,82.61
3102,1268,123.26
3103,1825,115.14
3104,241,168.00
3105,2018,113.12
3106,7234,83.13
3107,6571,86.18
3108,528,145.04
3109,6239,87.79
3110,3209,103.50
3111,7735,80.89
3112,8982,73.99
3113,4845,94.30
3114,3180,103.73
3115,4965,93.75
3116,7778,80.63
3117,3912,99.16
3118,5373,91.70
3119,7680,81.17
3120,5419,91.45
3121,697,137.86
3122,3185,103.69
3123,9812,66.36
3124,1926,114.00
3125,5353,91.79
3126,8606,76.35
3127,8224,78.52
3128,6002,88.86
3129,4008,98.62
3130,8518,76.93
3131,7390,82.52
3132,7342,82.72
3133,682,138.28
3134,3517,101.41
3135,7642,81.32
3136,4643,95.25
3137,2322,110.23
3138,2179,111.45
3139,852,133.08
3140,1394,121.07
3141,1845,114.90
3142,6407,87.01
3143,7974,79.69
3144,7134,83.54
3145,2625,107.66
3146,9561,69.56
3147,799,134.55
3148,841,133.38
3149,823,133.80
3150,6448,86.84
3151,3569,101.13
3152,7902,80.10
3153,7269,83.04
3154,4530,95.80
3155,6964,84.29
3156,6659,85.74
3157,5726,90.06
3158,3653,100.68
3159,4081,98.21
3160,4404,96.50
3161,5117,92.92
3162,6035,88.72
3163,2161,111.61
3164,9275,71.88
3165,8634,76.20
3166,9622,68.87
3167,5132,92.84
3168,4095,98.14
3169,3940,98.98
3170,5563,90.83
3171,937,130.77
3172,3433,101.90
3173,7042,83.97
3174,7688,81.13
3175,7016,84.07
3176,9436,70.53
3177,7914,80.05
3178,4758,94.65
3179,1303,122.62
3180,5434,91.37
3181,6965,84.29
3182,4736,94.79
3183,6125,88.28
3184,2208,111.19
3185,4029,98.51
3186,4055,98.34
3187,4222,97.40
3188,8170,78.77
3189,7297,82.93
3190,4745,94.74
3191,3541,101.27
3192,53,330.75
3193,5780,89.83
3194,5482,91.16
3195,3240,103.22
3196,4329,96.80
3197,4667,95.12
3198,3776,100.07
3199,7499,82.01
3200,3289,102.91
3201,4634,95.29
3202,6205,87.95
3203,6453,86.83
3204,7228,83.16
3205,5545,90.89
3206,6421,86.94
3207,8435,77.42
3208,6814,84.92
3209,7723,80.96
3210,7261,83.06
3211,9181,72.55
3212,9731,67.54
3213,8481,77.16
3214,4553,95.68
3215,7843,80.37
3216,233,169.38
3217,9548,69.70
3218,5607,90.64
3219,6880,84.66
3220,7047,83.94
3221,6611,86.00
3222,9006,73.83
3223,4099,98.11
3224,6364,87.22
3225,1444,120.37
3226,6135,88.24
3227,277,163.06
3228,8398,77.67
3229,1096,126.82
3230,7492,82.02
3231,3980,98.75
3232,9996,59.79
3233,8342,77.97
3234,3161,103.83
3235,609,141.28
3236,5706,90.13
3237,7444,82.23
3238,13,356.41
3239,8335,78.01
3240,3968,98.83
3241,431,150.16
3242,983,129.75
3243,3101,104.16
3244,9699,67.97
3245,5890,89.27
3246,1681,116.80
3247,8147,78.88
3248,3197,103.58
3249,7053,83.90
3250,4765,94.62
3251,2427,109.29
3252,8252,78.37
3253,1524,119.13
3254,9046,73.54
3255,8378,77.79
3256,9157,72.74
3257,790,134.88
3258,6486,86.64
3259,9263,71.97
3260,7732,80.90
3261,3578,101.09
3262,5943,89.08
3263,5286,92.16
3264,6255,87.72
3265,4902,94.01
3266,4180,97.60
3267,3007,104.82
3268,9717,67.73
3269,9078,73.26
3270,6690,85.52
3271,4299,96.97
3272,9043,73.54
3273,5703,90.14
3274,565,143.42
3275,4160,97.77
3276,2173,111.52
3277,2148,111.70
3278,7865,80.29
3279,207,172.27
3280,2354,109.96
3281,2385,109.59
3282,5010,93.49
3283,3047,104.55
3284,4939,93.86
3285,4886,94.08
3286,7652,81.26
3287,5146,92.78
3288,1472,119.92
3289,7344,82.70
3290,5922,89.16
3291,8552,76.70
3292,3738,100.24
3293,829,133.67
3294,1259,123.51
3295,4816,94.43
3296,2289,110.48
3297,5526,90.96
3298,7306,82.90
3299,8780,75.28
3300,7067,83.84
3301,3522,101.38
3302,2892,105.77
3303,6478,86.68
3304,9108,73.07
3305,4206,97.50
3306,9903,64.26
3307,6688,85.52
3308,9748,67.28
3309,8193,78.64
3310,7202,83.26
3311,2411,109.37
3312,1591,118.08
3313,7112,83.60
3314,1201,124.75
3315,6817,84.91
3316,2290,110.48
3317,1289,122.94
3318,8840,74.90
3319,6289,87.56
3320,958,130.32
3321,6280,87.60
3322,4179,97.61
3323,8833,74.95
3324,3555,101.19
3325,6583,86.12
3326,9786,66.75
3327,8081,79.18
3328,8916,74.38
3329,8670,75.96
3330,7856,80.31
3331,3344,102.52
3332,9580,69.28
3333,1175,125.36
3334,4998,93.57
3335,81,289.67
3336,9651,68.59
3337,2852,106.04
3338,71,306.05
3339,5493,91.13
3340,6020,88.80
3341,7550,81.79
3342,2975,105.07
3343,7416,82.38
3344,2728,106.84
3345,7853,80.34
3346,1518,119.20
3347,698,137.85
3348,9863,65.30
3349,2041,112.82
3350,4970,93.73
3351,9106,73.07
3352,1981,113.55
3353,7212,83.22
3354,9513,69.94
3355,2641,107.55
3356,7885,80.15
3357,1161,125.56
3358,2100,112.17
3359,5311,92.01
3360,7799,80.55
3361,7032,84.01
3362,3242,103.22
3363,7505,81.99
3364,7065,83.85
3365,7175,83.38
3366,753,136.15
3367,5732,90.03
3368,6901,84.55
3369,263,165.54
3370,4318,96.85
3371,4942,93.85
3372,9401,70.79
3373,5265,92.25
3374,5736,90.00
3375,953,130.44
3376,7631,81.39
3377,6842,84.77
3378,1349,121.81
3379,7252,83.09
3380,2111,112.09
3381,7406,82.42
3382,5651,90.44
3383,7247,83.10
3384,7157,83.46
3385,5819,89.67
3386,9212,72.31
3387,8920,74.34
3388,5491,91.14
3389,940,130.69
3390,145,188.81
3391,8948,74.17
3392,9376,71.02
3393,3468,101.72
3394,2554,108.22
3395,230,170.28
3396,2510,108.61
3397,8835,74.94
3398,1799,115.35
3399,6376,87.16
3400,1408,120.93
3401,1897,114.32
3402,9713,67.80
3403,7523,81.88
3404,2815,106.21
3405,2047,112.75
3406,1915,114.11
3407,7638,81.34
3408,7155,83.46
3409,9889,64.66
3410,9453,70.37
3411,7886,80.15
3412,4495,96.03
3413,64,321.44
3414,414,150.94
3415,3441,101.83
3416,3769,100.10
3417,9194,72.43
3418,2982,105.01
3419,4856,94.23
3420,7812,80.50
3421,8834,74.94
3422,4324,96.83
3423,158,185.32
3424,4563,95.63
3425,8999,73.89
3426,9605,69.07
3427,1081,127.34
3428,4773,94.59
3429,5907,89.23
3430,5388,91.62
3431,6080,88.47
3432,1813,115.26
3433,7540,81.83
3434,9188,72.47
3435,1234,124.11
3436,2703,107.11
3437,2541,108.34
3438,3345,102.52
3439,3572,101.12
3440,8598,76.39
3441,6658,85.74
3442,2482,108.80
3443,8706,75.71
3444,2127,111.96
3445,559,143.81
3446,5102,92.97
3447,5172,92.65
3448,4027,98.52
3449,2793,106.39
3450,1272,123.22
3451,3813,99.78
3452,1127,126.22
3453,8724,75.60
3454,6162,88.13
3455,9783,66.83
3456,6628,85.91
3457,5983,88.91
3458,8901,74.48
3459,5138,92.83
3460,9792,66.62
3461,1550,118.65
3462,742,136.66
3463,3943,98.97
3464,3586,101.06
3465,8121,79.04
3466,4823,94.41
3467,9382,70.97
3468,3681,100.58
3469,5794,89.79
3470,9984,61.13
3471,7895,80.12
3472,9172,72.65
3473,120,214.82
3474,7153,83.47
3475,8726,75.58
3476,6140,88.22
3477,4992,93.59
3478,1854,114.82
3479,7610,81.50
3480,112,244.39
3481,6623,85.93
3482,9653,68.55
3483,1381,121.22
3484,1326,122.18
3485,9271,71.94
3486,5818,89.67
3487,6618,85.95
3488,1610,117.85
3489,4818,94.42
3490,8823,75.00
3491,6799,84.97
3492,6278,87.61
3493,7530,81.84
3494,167,182.65
3495,7054,83.90
3496,8905,74.44
3497,1313,122.46
3498,6105,88.36
3499,1016,128.88
3500,5912,89.20
3501,5670,90.33
3502,1760,115.90
3503,8936,74.24
3504,8763,75.37
3505,1751,115.99
3506,3306,102.80
3507,7801,80.54
3508,6738,85.26
3509,6642,85.83
3510,9794,66.61
3511,129,201.25
3512,442,149.34
3513,9467,70.30
3514,5346,91.84
3515,2408,109.38
3516,1392,121.11
3517,734,136.73
3518,6469,86.74
3519,3596,101.02
3520,1209,124.65
3521,3973,98.79
3522,5617,90.59
3523,2437,109.17
3524,9256,72.00
3525,5750,89.97
3526,2388,109.57
3527,1829,115.12
3528,8367,77.84
3529,506,146.05
3530,9298,71.68
3531,9177,72.58
3532,2198,111.29
3533,8583,76.49
3534,7782,80.60
3535,3875,99.43
3536,7780,80.62
3537,7640,81.34
3538,4984,93.66
3539,388,153.23
3540,687,138.07
3541,9941,63.09
3542,7612,81.49
3543,3257,103.14
3544,7961,79.76
3545,7891,80.13
3546,5770,89.87
3547,5405,91.55
3548,1768,115.72
3549,3597,101.02
3550,6692,85.51
3551,8986,73.95
3552,1247,123.90
3553,4270,97.11
3554,686,138.14
3555,8066,79.27
3556,3455,101.77
3557,621,140.80
3558,4707,94.94
3559,9916,63.82
3560,4779,94.57
3561,6615,85.98
3562,1711,116.43
3563,723,137.08
3564,7339,82.74
3565,7910,80.08
3566,1045,128.07
3567,97,262.94
3568,7869,80.24
3569,5084,93.06
3570,5586,90.71
3571,7794,80.56
3572,344,156.36
3573,5472,91.20
3574,6023,88.78
3575,1181,125.15
3576,2020,113.11
3577,3933,99.01
3578,6556,86.29
3579,2015,113.15
3580,1626,117.43
3581,6440,86.87
3582,3336,102.58
3583,3606,100.95
3584,2824,106.18
3585,3790,99.91
3586,1743,116.06
3587,3178,103.73
3588,8621,76.28
3589,1756,115.92
3590,5973,88.94
3591,1831,115.06
3592,9789,66.69
3593,680,138.38
3594,9480,70.21
3595,6206,87.94
3596,209,172.22
3597,2715,107.00
3598,6269,87.65
3599,2406,109.41
3600,1092,126.95
3601,8730,75.56
3602,1420,120.76
3603,3041,104.57
3604,8609,76.34
3605,4904,94.00
3606,3756,100.19
3607,7792,80.57
3608,5566,90.81
3609,9288,71.76
3610,6521,86.46
3611,998,129.26
3612,7286,82.98
3613,4351,96.71
3614,3947,98.94
3615,8135,78.98
3616,72,305.18
3617,9908,64.08
3618,4724,94.84
3619,6474,86.72
3620,2988,104.94
3621,1729,116.24
3622,273,163.97
3623,3886,99.39
3624,6649,85.77
3625,8895,74.56
3626,4973,93.72
3627,9392,70.90
3628,3423,101.95
3629,951,130.46
3630,9169,72.67
3631,8096,79.12
3632,9710,67.83
3633,5934,89.10
3634,1941,113.86
3635,5318,91.99
3636,8422,77.49
3637,758,135.93
3638,4168,97.68
3639,1938,113.89
3640,6428,86.90
3641,9316,71.54
3642,1513,119.28
3643,3927,99.09
3644,4670,95.12
3645,5314,92.01
3646,5766,89.89
3647,4092,98.16
3648,9229,72.20
3649,100,260.07
3650,2116,112.06
3651,9069,73.32
3652,7542,81.81
3653,1962,113.72
3654,3380,102.22
3655,1089,127.03
3656,6708,85.45
3657,1631,117.36
3658,5207,92.49
3659,467,148.14
3660,7164,83.43
3661,6391,87.08
3662,3843,99.60
3663,6334,87.33
3664,8180,78.70
3665,7855,80.32
3666,9244,72.09
3667,378,153.81
3668,7809,80.51
3669,6968,84.28
3670,3128,103.98
3671,8031,79.42
3672,4734,94.80
3673,4268,97.12
3674,2160,111.62
3675,9655,68.50
3676,5244,92.34
3677,5404,91.56
3678,7911,80.08
3679,1572,118.39
3680,7040,83.97
3681,7377,82.58
3682,3034,104.65
3683,3709,100.37
3684,6953,84.36
3685,5397,91.58
3686,1419,120.78
3687,5039,93.30
3688,9597,69.13
3689,6381,87.14
3690,6588,86.10
3691,5494,91.12
3692,6552,86.32
3693,9293,71.71
3694,3945,98.95
3695,2292,110.46
3696,7504,81.99
3697,2307,110.33
3698,1834,115.02
3699,3079,104.31
3700,2353,109.96
3701,2773,106.57
3702,1415,120.81
3703,3583,101.07
3704,9696,67.99
3705,427,150.31
3706,4245,97.27
3707,8089,79.15
3708,7443,82.24
3709,3634,100.78
3710,8210,78.57
3711,1924,114.03
3712,4142,97.90
3713,3083,104.27
3714,6102,88.37
3715,7637,81.35
3716,4923,93.95
3717,8299,78.12
3718,2269,110.69
3719,4888,94.07
3720,272,164.26
3721,486,146.97
3722,9239,72.12
3723,1521,119.18
3724,9164,72.69
3725,8551,76.71
3726,7327,82.79
3727,8604,76.37
3728,2788,106.43
3729,2159,111.62
3730,1856,114.80
3731,5420,91.45
3732,6112,88.33
3733,2618,107.73
3734,1011,129.07
3735,8187,78.66
3736,2380,109.67
3737,7353,82.65
3738,85,284.38
3739,9080,73.25
3740,3873,99.44
3741,8884,74.62
3742,5467,91.21
3743,2151,111.67
3744,4756,94.71
3745,5389,91.62
3746,4039,98.44
3747,6290,87.55
3748,901,131.70
3749,7931,79.93
3750,7621,81.43
3751,7060,83.86
3752,9672,68.29
3753,5898,89.26
3754,2870,105.90
3755,2286,110.50
3756,8548,76.75
3757,906,131.54
3758,3595,101.02
3759,8213,78.56
3760,5462,91.23
3761,1637,117.31
3762,8855,74.81
3763,8305,78.09
3764,6122,88.29
3765,5538,90.93
3766,1694,116.65
3767,7769,80.69
3768,2689,107.19
3769,7272,83.03
3770,9866,65.21
3771,5808,89.70
3772,1898,114.32
3773,4033,98.48
3774,9793,66.61
3775,6257,87.71
3776,2861,105.95
3777,1580,118.22
3778,2250,110.88
3779,9250,72.06
3780,6992,84.17
3781,4344,96.73
3782,2339,110.08
3783,1680,116.81
3784,5869,89.44
3785,1284,122.98
3786,2679,107.24
3787,574,143.11
3788,6252,87.73
3789,4571,95.61
3790,8118,79.04
3791,338,156.93
3792,5631,90.54
3793,5106,92.95
3794,7181,83.36
3795,5148,92.77
3796,9838,65.97
3797,6345,87.28
3798,4438,96.30
3799,6232,87.81
3800,1463,120.16
3801,1563,118.48
3802,3107,104.10
3803,1052,127.90
3804,7978,79.67
3805,1582,118.16
3806,5807,89.71
3807,5443,91.33
3808,4694,95.02
3809,904,131.60
3810,7428,82.33
3811,2963,105.22
3812,1740,116.12
3813,1527,119.07
3814,5954,89.03
3815,6011,88.84
3816,1519,119.20
3817,1745,116.06
3818,2868,105.93
3819,5471,91.20
3820,7502,82.00
3821,7425,82.34
3822,8218,78.55
3823,2662,107.36
3824,6244,87.77
3825,9017,73.76
3826,6835,84.80
3827,1841,114.93
3828,7066,83.85
3829,3835,99.65
3830,3035,104.62
3831,6022,88.79
3832,4990,93.61
3833,3508,101.44
3834,445,149.16
3835,5015,93.45
3836,9773,66.93
3837,1283,123.00
3838,4814,94.44
3839,443,149.26
3840,4926,93.94
3841,6330,87.35
3842,5599,90.67
3843,2851,106.04
3844,2758,106.63
3845,6180,88.07
3846,6465,86.74
3847,7859,80.30
3848,4566,95.62
3849,8952,74.15
3850,6046,88.62
3851,6343,87.30
3852,2825,106.18
3853,5171,92.65
3854,78,294.51
3855,9998,58.37
3856,1842,114.93
3857,5073,93.11
3858,245,167.61
3859,3436,101.87
3860,6721,85.38
3861,3914,99.16
3862,3874,99.44
3863,3066,104.41
3864,5504,91.06
3865,6888,84.60
3866,5042,93.28
3867,4221,97.41
3868,9949,62.87
3869,3591,101.04
3870,627,140.56
3871,831,133.63
3872,5990,88.89
3873,259,166.46
3874,5693,90.21
3875,1552,118.64
3876,1794,115.41
3877,5306,92.03
3878,4715,94.90
3879,825,133.77
3880,188,176.56
3881,9102,73.10
3882,8283,78.21
3883,2826,106.17
3884,3765,100.11
3885,8229,78.49
3886,2953,105.30
3887,2299,110.41
3888,6392,87.08
3889,6018,88.81
3890,6581,86.12
3891,7319,82.84
3892,8209,78.57
3893,4331,96.79
3894,979,129.77
3895,6753,85.17
3896,6568,86.21
3897,7685,81.14
3898,6118,88.30
3899,8790,75.22
3900,9443,70.44
3901,3826,99.71
3902,1341,121.91
3903,7584,81.62
3904,3862,99.48
3905,2828,106.16
3906,4669,95.12
3907,8155,78.85
3908,2382,109.64
3909,6994,84.16
3910,1205,124.70
3911,4916,93.96
3912,1782,115.55
3913,1286,122.97
3914,4263,97.16
3915,6456,86.81
3916,9090,73.19
3917,2324,110.22
3918,4104,98.09
3919,6797,84.98
3920,2367,109.80
3921,7969,79.72
3922,4680,95.09
3923,7489,82.03
3924,4468,96.19
3925,1733,116.17
3926,5690,90.22
3927,5383,91.64
3928,8160,78.81
3929,7271,83.03
3930,1913,114.14
3931,9242,72.10
3932,9662,68.41
3933,5199,92.53
3934,4562,95.63
3935,8003,79.57
3936,1623,117.47
3937,7221,83.19
3938,4947,93.83
3939,3286,102.92
3940,9146,72.81
3941,8113,79.06
3942,4260,97.18
3943,7708,81.04
3944,8479,77.18
3945,6008,88.85
3946,3262,103.11
3947,9352,71.21
3948,6854,84.72
3949,5143,92.81
3950,6111,88.33
3951,6103,88.36
3952,793,134.73
3953,3206,103.53
3954,7983,79.65
3955,4348,96.72
3956,2338,110.11
3957,7116,83.57
3958,2345,110.02
3959,6047,88.62
3960,2295,110.44
3961,2872,105.89
3962,5593,90.69
3963,9762,67.07
3964,7705,81.04
3965,5767,89.88
3966,2318,110.26
3967,8194,78.64
3968,6846,84.75
3969,5658,90.40
3970,2361,109.87
3971,9180,72.56
3972,1744,116.06
3973,5989,88.89
3974,1309,122.54
3975,137,193.44
3976,1260,123.46
3977,1494,119.53
3978,7240,83.11
3979,1256,123.55
3980,80,289.95
3981,1248,123.89
3982,4203,97.50
3983,7933,79.89
3984,2348,110.00
3985,3424,101.95
3986,4559,95.65
3987,5737,90.00
3988,9736,67.51
3989,3617,100.89
3990,8638,76.14
3991,7529,81.85
3992,7909,80.08
3993,5477,91.18
3994,3322,102.70
3995,1951,113.80
3996,1490,119.62
3997,8225,78.51
3998,9862,65.32
3999,5475,91.18
4000,1414,120.82
4001,9464,70.32
4002,9232,72.19
4003,4854,94.24
4004,6133,88.25
4005,5826,89.64
4006,6386,87.12
4007,7309,82.89
4008,3354,102.44
4009,4954,93.80
4010,7182,83.36
4011,1111,126.58
4012,7835,80.42
4013,4579,95.56
4014,508,145.99
4015,5863,89.48
4016,3746,100.22
4017,7307,82.90
4018,9184,72.49
4019,9764,67.05
4020,7418,82.37
4021,6822,84.88
4022,4698,94.99
4023,7049,83.93
4024,3557,101.18
4025,2109,112.12
4026,479,147.42
4027,5554,90.87
4028,6881,84.65
4029,9922,63.64
4030,3431,101.91
4031,5033,93.35
4032,4791,94.52
4033,4651,95.21
4034,8018,79.47
4035,4976,93.68
4036,7009,84.09
4037,4000,98.66
4038,4133,97.95
4039,1024,128.68
4040,933,130.86
4041,6066,88.53
4042,6241,87.78
4043,6318,87.40
4044,9083,73.22
4045,2444,109.14
4046,5173,92.63
4047,7007,84.10
4048,7763,80.72
4049,2608,107.80
4050,6519,86.47
4051,2995,104.89
4052,7926,79.98
4053,736,136.72
4054,2979,105.03
4055,1010,129.07
4056,9071,73.30
4057,6335,87.33
4058,275,163.51
4059,3168,103.76
4060,2102,112.17
4061,5681,90.26
4062,7939,79.85
4063,3123,104.00
4064,6359,87.24
4065,5059,93.20
4066,7654,81.25
4067,7166,83.42
4068,713,137.47
4069,8781,75.28
4070,6567,86.21
4071,1730,116.23
4072,2969,105.14
4073,902,131.69
4074,1776,115.58
4075,9463,70.32
4076,1554,118.60
4077,3291,102.89
4078,9729,67.55
4079,2238,110.98
4080,2395,109.52
4081,4161,97.76
4082,3711,100.37
4083,2119,112.04
4084,392,152.67
4085,2681,107.23
4086,4303,96.94
4087,2780,106.50
4088,3531,101.33
4089,226,170.68
4090,8236,78.45
4091,8208,78.57
4092,1340,121.94
4093,66,317.79
4094,1187,125.02
4095,9422,70.60
4096,6208,87.93
4097,3277,102.99
4098,5856,89.50
4099,4347,96.72
4100,1075,127.54
4101,5360,91.74
4102,7624,81.42
4103,8071,79.26
4104,2308,110.32
4105,8308,78.07
4106,8386,77.74
4107,6084,88.45
4108,4717,94.88
4109,2880,105.83
4110,7036,83.99
4111,2805,106.28
4112,9661,68.45
4113,3341,102.54
4114,6795,84.98
4115,7045,83.95
4116,89,283.07
4117,1007,129.10
4118,2265,110.77
4119,6743,85.22
4120,730,136.80
4121,3503,101.48
4122,1166,125.48
4123,9365,71.12
4124,5111,92.94
4125,5416,91.46
4126,8845,74.86
4127,40,334.69
4128,2933,105.45
4129,8206,78.57
4130,8653,76.09
4131,1499,119.48
4132,7132,83.54
4133,407,151.18
4134,3397,102.09
4135,7442,82.24
4136,3906,99.22
4137,2344,110.02
4138,9978,61.54
4139,9769,66.98
4140,5174,92.63
4141,1397,121.04
4142,6705,85.46
4143,619,140.93
4144,6087,88.44
4145,5639,90.49
4146,7423,82.35
4147,2139,111.80
4148,5624,90.56
4149,2908,105.67
4150,4440,96.29
4151,1384,121.19
4152,8885,74.61
4153,2199,111.27
4154,77,296.59
4155,6871,84.68
4156,4654,95.19
4157,7633,81.38
4158,5894,89.27
4159,7825,80.45
4160,3773,100.08
4161,655,139.38
4162,8487,77.11
4163,7831,80.43
4164,9158,72.73
4165,6990,84.18
4166,1346,121.86
4167,5457,91.25
4168,7749,80.81
4169,7301,82.92
4170,6710,85.44
4171,4722,94.84
4172,9268,71.95
4173,90,282.22
4174,2678,107.24
4175,949,130.49
4176,4595,95.49
4177,6844,84.76
4178,7790,80.57
4179,548,144.33
4180,8475,77.19
4181,323,158.28
4182,2610,107.79
4183,4685,95.06
4184,4822,94.42
4185,3668,100.63
4186,5492,91.14
4187,8431,77.44
4188,7242,83.11
4189,4677,95.10
4190,6645,85.80
4191,3132,103.94
4192,9981,61.33
4193,434,149.95
4194,9330,71.43
4195,2413,109.36
4196,4659,95.17
4197,6599,86.05
4198,7506,81.99
4199,7474,82.10
4200,6196,87.99
4201,9284,71.79
4202,9206,72.36
4203,7677,81.17
4204,805,134.29
4205,62,323.56
4206,5103,92.97
4207,4981,93.66
4208,8114,79.05
4209,6804,84.94
4210,8990,73.92
4211,1540,118.86
4212,5823,89.65
4213,8531,76.86
4214,7460,82.15
4215,5567,90.81
4216,2120,112.03
4217,455,148.44
4218,2951,105.32
4219,3612,100.91
4220,5618,90.58
4221,3269,103.05
4222,3632,100.81
4223,844,133.26
4224,9033,73.61
4225,6771,85.10
4226,7069,83.84
4227,9062,73.42
4228,4934,93.91
4229,5779,89.84
4230,6748,85.20
4231,7335,82.76
4232,298,160.66
4233,6177,88.07
4234,7429,82.33
4235,8365,77.85
4236,4558,95.65
4237,2937,105.42
4238,6274,87.62
4239,8860,74.77
4240,593,142.11
4241,3530,101.33
4242,4861,94.20
4243,5221,92.42
4244,3244,103.21
4245,6250,87.74
4246,1043,128.18
4247,4156,97.81
4248,6186,88.05
4249,6182,88.06
4250,608,141.29
4251,8125,79.03
4252,3039,104.58
4253,2461,108.98
4254,7068,83.84
4255,7527,81.86
4256,4676,95.11
4257,1810,115.27
4258,762,135.78
4259,4484,96.09
4260,2091,112.25
4261,9341,71.30
4262,3556,101.19
4263,4085,98.19
4264,8046,79.35
4265,1931,113.93
4266,1968,113.66
4267,6666,85.68
4268,4907,93.99
4269,4101,98.11
4270,9801,66.50
4271,3809,99.81
4272,1437,120.50
4273,6366,87.20
4274,394,152.57
4275,1697,116.60
4276,4453,96.25
4277,4461,96.20
4278,8842,74.89
4279,722,137.08
4280,9353,71.21
4281,9120,72.99
4282,8065,79.27
4283,5046,93.25
4284,3568,101.14
4285,4393,96.55
4286,7682,81.16
4287,3411,102.03
4288,2277,110.60
4289,9143,72.83
4290,7993,79.62
4291,2658,107.41
4292,9787,66.73
4293,2449,109.06
4294,4963,93.76
4295,2659,107.39
4296,6911,84.49
4297,330,157.45
4298,4134,97.94
4299,9607,69.02
4300,4697,95.00
4301,9030,73.63
4302,3529,101.35
4303,7246,83.10
4304,9753,67.19
4305,4928,93.93
4306,9243,72.10
4307,8061,79.27
4308,8284,78.20
4309,8522,76.92
4310,3524,101.36
4311,8586,76.49
4312,5697,90.18
4313,5262,92.25
4314,4017,98.57
4315,246,167.56
4316,4950,93.82
4317,4961,93.77
4318,9523,69.86
4319,9652,68.57
4320,490,146.91
4321,4286,97.02
4322,8738,75.53
4323,2106,112.13
4324,9121,72.98
4325,5995,88.88
4326,3836,99.65
4327,7756,80.75
4328,4007,98.62
4329,7317,82.85
4330,5229,92.40
4331,8754,75.44
4332,8269,78.29
4333,9624,68.85
